id,title,price,description,style,material,skin_tone,occasion,gemstone,image_url,category
9346187395289,Zircon Flower (07) Bracelet,1999.00,Pure silver 925 platinum plated highest quality of zircon stones adjustable قفل شداد,Dainty,Sterling Silver,Warm Tones,Party,Zircon,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/C2703E43-4ED3-4633-8162-D70BF6B9DFEE.png?v=1761958045,Bracelet
9346183790809,Circles Zircon (03) Bracelet,2299.00,Pure silver 925 adjustable قفل شداد Highest quality of zircon stones platinum plated,Classic,White Gold,Warm Tones,Party,Diamond,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/73A1DB3D-C378-45F2-AA6D-51BA5A49CF9E.png?v=1761956264,Bracelet
9349192909017,Zircon Oval Purple Shades Necklace,899.00,Pure silver 925 platinum plated highest quality of zircon stones adjustable,Minimalist,Silver,Warm Tones,Daily,Crystal,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/4FE6B6D5-23A9-4248-B87B-1A77E173EC21.png?v=1761956091,Necklace
9346197127385,Zircon Diamond (032) Earring,599.00,Pure silver 925 platinum plated highest quality of zircon stones pair,Geometric,White Gold,Warm Tones,Daily,Diamond,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/0B1D7416-9067-4F70-9BBD-F21AF296C6E1.jpg?v=1761955786,Earring
9349229674713,Zircon Blue Eye (03) Bracelet,799.00,Pure silver 925 platinum plated highest quality of zircon stones adjustable,Trendy,Sterling Silver,Warm Tones,Daily,Zircon,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/9F77AF4A-8037-499F-8812-0C0D54423B9B.png?v=1761955935,Bracelet
9349232165081,Zircons Bracelet (010-Black),750.00,Pure silver 925 platinum plated adjustable,Dainty,Silver,Warm Tones,Daily,Onyx,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/1F8FC779-5260-404C-81DA-FD80B2D95F48.png?v=1761911082,Bracelet
9338476069081,Tex Flower Set,2100.00,Pure silver 925 platinum plated,Boho,Silver,Warm Tones,Party,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/A026978C-6460-4DE8-9D07-93F287CC2D1E.jpg?v=1761755492,Set
8350868308185,Zircon Snake (03) Ring,899.00,Sterling Silver Ring,Nature,Sterling Silver,Cool Tones,Party,Zircon,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/1_9c6a4f32-5d92-484b-90f1-3b36cc495643.jpg?v=1701967489,Ring
9338475086041,Zircon Northstar (02) Set,2200.00,Pure silver 925 platinum plated highest quality of zircon stones adjustable,Dainty,Sterling Silver,Warm Tones,Daily,Zircon,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/C6BE6160-F8AD-437C-A3EA-18B0B7F93DB1.png?v=1761685951,Set
9338487111897,Zircon Oval Set,1850.00,Pure silver 925 platinum plated highest quality of zircon stones adjustable,"Classic, Dainty",Silver,Warm Tones,"Daily, Party, Gift",Zircon,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/B834CB87-CD63-4A8C-8AED-C785EC2CE701.png?v=1761685857,Set
9340676374745,Balls & Barq Anklet,899.00,Pure silver 925 platinum plated adjustable,Minimalist,Sterling Silver,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/9E5F7130-D816-4D0A-BA34-39B29C9427CB.png?v=1761685629,Anklet
9340678701273,Zircon Black Tennis (02) Bracelet,1900.00,Pure silver 925 platinum plated highest quality of zircon stones,Classic,White Gold,Warm Tones,Daily,Diamond,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/9E58A5CD-8294-4E35-959C-AA5920F8AF4E.png?v=1761598729,Bracelet
9338482491609,Zircon Snowflake Set,1399.00,Pure silver 925 platinum plated necklace + pair of earrings highest quality of zircon stones,Nature,Silver,Warm Tones,Holiday,Zircon,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/924E3666-51E8-4944-BDA5-2609528C78BB.png?v=1761598341,Set
7587122708697,Flower White Stone Bracelet,1899.00,Sterling Silver Bracelet,Vintage,Sterling Silver,Cool Tones,Daily,Pearl,https://cdn.shopify.com/s/files/1/0537/8310/1608/products/BE-0285.jpg?v=1647514648,Bracelet
7587137323225,Flower Blue Stone Bracelet,1899.00,Sterling Silver Bracelet,Traditional,Sterling Silver,Warm Tones,Daily,Turquoise,https://cdn.shopify.com/s/files/1/0537/8310/1608/products/BE-0286.jpg?v=1647515999,Bracelet
9334644343001,Bedouin Barq (03) Ring,1299.00,Pure silver 925 adjustable,Boho,Silver,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/0E315774-8EE1-4B9B-AD99-8C35BC7D8AE5.png?v=1761346033,Ring
9334648668377,Blue Zircon Arabic All I Can See Necklace,3900.00,Blue Zircon Arabic All I Can See Necklace,Traditional,Mixed,Neutral,Daily,Sapphire,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/4CD73585-1EC9-4ECB-8124-F5DCD5C70E09.jpg?v=1761208260,Necklace
9334644179161,Blue Zircon Arabic All I Can See Ring,2300.00,Pure silver 925 gold plated adjustable highest quality of zircon stones,Traditional,Mixed,Warm Tones,Daily,Zircon,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/1CB57A54-7111-44CA-AB17-A1BC10BFCB44.png?v=1761208048,Ring
9338453426393,Sa3ada (02) Mix Gold Ring,1399.00,Pure silver 925 gold plated size 15-16,Classic,Mixed,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/FD91C3DD-0A38-40DE-9949-DF99FF402FFB.png?v=1761207688,Ring
9338452148441,Khayal Mix Gold Ring,2200.00,Pure silver 925 gold plated size 15-16,Traditional,Mixed,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/D52F13B6-0E19-4215-BEE3-BBBEEA731EDA.png?v=1761206172,Ring
9338451591385,Tex Flower Earring,799.00,Pure silver 925 platinum plated pair,Boho,Sterling Silver,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/D047A065-D917-4DB7-BD26-814BE8786922.png?v=1761573972,Earring
9334648832217,Fuchia Zircon Arabic (014) Necklace,3399.00,Pure silver 925 gold plated highest quality of zircon stones,Traditional,Mixed,Neutral,Daily,Ruby,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/A3079129-E564-447E-A955-EF758710B9B3.png?v=1761204496,Necklace
9334643982553,Fuchsia Zircon Arabic (019) Ring,1899.00,Pure silver 925 gold plated highest quality of zircon stones adjustable,Traditional,Mixed,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/BDAADFE5-B388-4464-A269-0F50886DB286.png?v=1761203633,Ring
9311004852441,Tourmaline &oval Earring,650.00,Pure silver 925 Pair tourmaline stones,Dainty,Mixed,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/237036D6-E1D8-4309-99EA-69233C9B84F5.png?v=1761196475,Earring
7935768199385,Tiny Zircon RG Ring,399.00,Sterling Silver RingSize 15,Dainty,Rose Gold,Warm Tones,Daily,Zircon,https://cdn.shopify.com/s/files/1/0537/8310/1608/products/1_5312f7df-d3d1-4fdd-8198-a0175c237479.jpg?v=1673707116,Ring
9325826441433,silver & Malachite Necklace,3150.00,Pure silver 925 natural stones malachite adjustable 60 cm,Boho,Silver,Neutral,Daily,Turquoise,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/3367B757-1174-4E8E-9490-22804615E7AA.png?v=1761051674,Necklace
9272718655705,Zircon Pink (019) Bracelet,1000.00,Pure silver 925 platinum plated highest quality of zircon stones adjustable,Dainty,Sterling Silver,Warm Tones,Daily,Crystal,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/CFAC19FE-AC16-4DF5-9657-450576CAC90B.png?v=1760998792,Bracelet
9322281468121,Blue Zircon All I Can See Mix Gold Bracelet,2400.00,Pure silver 925 gold plated adjustable,Traditional,Mixed,Warm Tones,Daily,Zircon,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/8DC12CCC-DB59-472B-90C7-9AEA1E1F8105.png?v=1760995137,Bracelet
9322282156249,Fuchsia Zircon Arabic (06) Bracelet,2799.00,توجه حيث شئت فانك منصور Pure silver 925 gold plated adjustable highest quality of zircon stones,Classic,Mixed,Warm Tones,Gift,Ruby,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/5086B494-C4D0-4C8B-839C-63F291427455.png?v=1761203396,Bracelet
7473684152537,Heart (T) Necklace,4000.00,Sterling Silver Necklace,Classic,Sterling Silver,Cool Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/products/NH-0281_86430ba9-8456-4a57-8443-0edb6ce4b86c.jpg?v=1652589564,Necklace
8596777074905,Double Zircon Bracelet (010) Pink,2550.00,Sterling Silver Bracelet,Geometric,Silver,Neutral,Party,Ruby,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/1_9eb0bf37-a842-4ce4-b53d-61b7cbf6aeaa.jpg?v=1711305583,Bracelet
8596774289625,Double Zircon Bracelet (010) Navy,2550.00,Sterling Silver Bracelet,Geometric,Silver,Warm Tones,Daily,Sapphire,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/1_851c7a66-c887-433c-9287-e5191bf2d883.jpg?v=1711305436,Bracelet
9312285032665,Zircon Oval (06) Green Necklace,1599.00,Pure silver 925 platinum plated highest quality of zircon stones adjustable,Classic,Silver,Neutral,Party,Emerald,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/EB1DB87D-F875-4C43-8E3D-16A001DBC425.png?v=1760739216,Necklace
9312284672217,Zircon Oval (06) Blue Necklace,1499.00,Pure silver 925 platinum plated highest quality of zircon stones adjustable,Classic,White Gold,Warm Tones,"Party, Anniversary, Gift","Sapphire, Diamond",https://cdn.shopify.com/s/files/1/0537/8310/1608/files/0E0B30D0-4BC4-4F2E-9ED7-176637BF64CD.png?v=1760739141,Necklace
9325830734041,silver & Malachite Earring,4070.00,Pure silver 925 Malachite stones pair,Boho,Sterling Silver,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/C05C5672-C515-4F27-BBCB-5D0971B06564.png?v=1760737381,Earring
9325827162329,small navy stones Necklace,1899.00,Pure silver 925 adjustable,Minimalist,Beaded,Warm Tones,Daily,Pearl,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/FC61BA74-658D-461A-8640-B6160DF1AB08.png?v=1760613260,Necklace
9330160894169,Circle & Triangle Zircon Anklet,799.00,Pure silver 925 platinum plated highest quality of zircon stones adjustable,"Dainty, Minimalist, Geometric, Trendy",Silver,Cool Tones,"Daily, Gift, Holiday",Zircon,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/A00A3FC6-9BCE-49E0-91A8-764E8964B637.png?v=1760613184,Anklet
9325825556697,Disco Ball Anklet,950.00,Pure silver 925 platinum plated,Dainty,Silver,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/887756EA-6A14-4D7C-BA19-D6F3B2A6A483.png?v=1760612739,Anklet
9323137368281,Zircon Butterfly (07) Necklace,1800.00,Pure silver 925 platinum plated highest quality of zircon stones adjustable,Nature,Silver,Cool Tones,Daily,Zircon,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/DC0A985B-553B-452E-A6DF-A24F0ABCB533.png?v=1760612518,Necklace
9330164760793,Zircon Turquiose Eye & Crescent Necklace,1599.00,Pure silver 925 platinum plated,Boho,Sterling Silver,Neutral,Daily,Turquoise,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/D2CCB8E8-E8DE-47CA-BB1B-52C8CC2C8314.png?v=1760612030,Necklace
9325830766809,Small jad stones Bracelet,850.00,Pure silver 925 natural stones adjustable,Minimalist,Beaded,Warm Tones,Daily,Emerald,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/291B723B-00B0-448E-8415-D80E50496B30.png?v=1760611306,Bracelet
9325826834649,small black stones Necklace,1899.00,Pure silver 925 adjustable,Dainty,Beaded,Warm Tones,Daily,Pearl,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/FF047AC7-BFA3-4CD3-B593-BE7857504348.jpg?v=1760608552,Necklace
9325826703577,small fuchsia stones Necklace,1899.00,Pure silver 925 adjustable natural stones,Dainty,Beaded,Warm Tones,Daily,Ruby,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/6009315C-8FF1-4EA1-8D8F-171F42C2A79A.jpg?v=1760608408,Necklace
9325830668505,Small black stones Bracelet,850.00,Pure silver 925 natural stones adjustable,Dainty,Beaded,Warm Tones,Daily,Onyx,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/DF2E3A8D-5CF9-45C5-A2BD-CDBC34B9E38B.png?v=1760607008,Bracelet
9312270057689,Zircon Oval Fuchsia Double Layer Necklace,1299.00,Pure silver 925 platinum plated highest quality of zircon stones double layer adjustable,Dainty,Silver,Warm Tones,Daily,"Ruby, Zircon",https://cdn.shopify.com/s/files/1/0537/8310/1608/files/B873A489-3423-453B-B9B8-4F048C6DBC39.jpg?v=1760476016,Necklace
9201393402073,Bulky Wavy (08) Earring,1599.00,Pure silver 925 platinum plated pair,Vintage,Silver,Warm Tones,Daily,None,https://cdn.shopify.com/s/files/1/0537/8310/1608/files/6054D787-3E8D-48C5-9889-ABE248BF4DFB.png?v=1760425343,Earring
